moviename,release_date,budget,year,cleaned_budget,cleaned_release_date
Into the Woods,"
December 8, 2014 (2014-12-08) (Ziegfeld Theatre)
December 25, 2014 (2014-12-25) (United States)
",$50 million,2014.0,50000000.0,2014-12-25
Fury,"
22 May 2015 (2015-05-22) (Cannes)
28 May 2015 (2015-05-28) (El Rey Network)[1]
","US$630,019",2015.0,630019.0,2015-05-28
Need for Speed,"
March 7, 2014 (2014-03-07) (TCL Chinese Theatre)
March 14, 2014 (2014-03-14) (United States)
",$66 million,2014.0,66000000.0,2014-03-14
The Other Woman,"
March 31, 2014 (2014-03-31) (Amsterdam premiere)
April 25, 2014 (2014-04-25) (United States)
",$40 million,2014.0,40000000.0,2014-04-25
The Equalizer,"
July 20, 2018 (2018-07-20) (United States)
",$62–79 million,2018.0,79000000.0,2018-07-20
Breakup Buddies,"
September 7, 2014 (2014-09-07) (TIFF)
September 30, 2014 (2014-09-30) (China)
",,2014.0,,2014-09-30
Stand by Me Doraemon,"
8 August 2014 (2014-08-08) (Japan)
",,2020.0,,2014-08-08
The Grand Budapest Hotel,"
February 6, 2014 (2014-02-06) (Berlin)
March 6, 2014 (2014-03-06) (Germany)
March 7, 2014 (2014-03-07) (United States)
",$25 million,2014.0,25000000.0,2014-03-07
Dumb and Dumber To,"
November 14, 2014 (2014-11-14) (United States)
",$50 million,2014.0,50000000.0,2014-11-14
Into the Storm,"
August 8, 2014 (2014-08-08) (United States)
",$50 million,2014.0,50000000.0,2014-08-08
The Monuments Men,"
February 7, 2014 (2014-02-07) (United States)
February 20, 2014 (2014-02-20) (Germany)
",$70–91 million,2014.0,91000000.0,2014-02-20
Planes: Fire & Rescue,"
July 15, 2014 (2014-07-15) (El Capitan Theatre)
July 18, 2014 (2014-07-18) (United States)
",$50 million,2014.0,50000000.0,2014-07-18
The Taking of Tiger Mountain,"
December 23, 2014 (2014-12-23) (China)
May 14, 2015 (2015-05-14) (Hong Kong)
",,2014.0,,2015-05-14
The Admiral: Roaring Currents,"
July 30, 2014 (2014-07-30)
",US$18.6 million,2014.0,6000000.0,2014-07-30
Let's Be Cops,"
August 13, 2014 (2014-08-13)
",$17 million,2014.0,17000000.0,2014-08-13
Annie,"
December 7, 2014 (2014-12-07) (Ziegfeld Theatre)
December 19, 2014 (2014-12-19) (United States)
",$65-78 million,2014.0,78000000.0,2014-12-19
Jack Ryan: Shadow Recruit,"
January 17, 2014 (2014-01-17) (United States)
",$60 million,2014.0,60000000.0,2014-01-17
Blended,"
May 23, 2014 (2014-05-23)
",$40-45 million,2014.0,45000000.0,2014-05-23
Sex Tape,"
July 18, 2014 (2014-07-18)
",$40 million,2014.0,40000000.0,2014-07-18
The Theory of Everything,"
7 September 2014 (2014-09-07) (TIFF)
7 November 2014 (2014-11-07) (United States)
1 January 2015 (2015-01-01) (United Kingdom)
",$15 million,2014.0,15000000.0,2015-01-01
The Nut Job,"
January 11, 2014 (2014-01-11) (Los Angeles)
January 17, 2014 (2014-01-17) (US & Canada)
January 29, 2014 (2014-01-29) (South Korea)
",$43 million,2017.0,43000000.0,2014-01-29
Pompeii,"
February 18, 2014 (2014-02-18) (Buenos Aires)
February 21, 2014 (2014-02-21) (North America)
February 27, 2014 (2014-02-27) (Germany)
",$80–100 million,2014.0,100000000.0,2014-02-27
Seventh Son,,,2014.0,,
The Purge: Anarchy,"
July 18, 2014 (2014-07-18)
",$9–11 million,2014.0,11000000.0,2014-07-18
The Boxtrolls,"
August 31, 2014 (2014-08-31) (Venice)
September 12, 2014 (2014-09-12) (United Kingdom)
September 26, 2014 (2014-09-26) (United States)
",$60 million,2014.0,60000000.0,2014-09-26
Horrible Bosses 2,"
November 12, 2014 (2014-11-12) (London)
November 26, 2014 (2014-11-26) (United States)
",$42–57 million,2014.0,57000000.0,2014-11-26
The Breakup Guru,"
June 27, 2014 (2014-06-27)
",,2014.0,,2014-06-27
Ouija,,,2016.0,,
Birdman or (The Unexpected Virtue of Ignorance),,,0.0,,
Transcendence,"
April 10, 2014 (2014-04-10) (New York City)
April 18, 2014 (2014-04-18) (United States)
",$100–150 million,2014.0,150000000.0,2014-04-18
Heaven Is for Real,"
April 16, 2014 (2014-04-16)
",$12 million,2014.0,12000000.0,2014-04-16
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","
October 6, 2014 (2014-10-06) (El Capitan Theatre)
October 10, 2014 (2014-10-10) (United States)
",$28 million,2014.0,28000000.0,2014-10-10
Tammy,"
July 2, 2014 (2014-07-02)
","
$20 million (gross)
$16.4 million (net)
",2014.0,4000000.0,2014-07-02
The Book of Life,"
October 12, 2014 (2014-10-12) (L.A. Live)
October 17, 2014 (2014-10-17) (United States)
",$50 million,2014.0,50000000.0,2014-10-17
Ode to My Father,"
17 December 2014 (2014-12-17)
 (South Korea)",US$30 million,2014.0,30000000.0,2014-12-17
Fleet of Time,"
December 5, 2014 (2014-12-05)
[1]",,2014.0,,2014-12-05
Paranormal Activity: The Marked Ones,"
January 3, 2014 (2014-01-03) (United States)
",$5–9.2 million,2014.0,2000000.0,2014-01-03
The Hundred-Foot Journey,,,2014.0,,
Deliver Us from Evil,"
5 August 2020 (2020-08-05)
",$11 million,2020.0,11000000.0,2020-08-05
Deliver Us from Evil,"
5 August 2020 (2020-08-05)
",$11 million,2020.0,11000000.0,2020-08-05
A Million Ways to Die in the West,"
May 16, 2014 (2014-05-16) (Regency Village Theatres)
May 30, 2014 (2014-05-30) (United States)
",$40 million,2014.0,40000000.0,2014-05-30
Step Up All In,"
July 9, 2014 (2014-07-09) (Belgium)
August 8, 2014 (2014-08-08) (United States)
",$35 million[citation needed],2014.0,35000000.0,2014-08-08
John Wick,"
May 9, 2019 (2019-05-09) (Brooklyn)
May 17, 2019 (2019-05-17) (United States)
",$75 million,2019.0,75000000.0,2019-05-17
The Judge,"
September 4, 2014 (2014-09-04) (TIFF)
October 10, 2014 (2014-10-10) (United States)
",$45–50 million,2014.0,50000000.0,2014-10-10
Tiny Times 3.0,"
July 17, 2014 (2014-07-17)
",,2014.0,,2014-07-17
Gone with the Bullets,"
December 18, 2014 (2014-12-18)
",300 million yuan  (US$48.8 million),2014.0,8000000.0,2014-12-18
Muppets Most Wanted,"
March 11, 2014 (2014-03-11) (El Capitan Theatre)
March 21, 2014 (2014-03-21) (United States)
",$50 million,2014.0,50000000.0,2014-03-21
Spanish Affair,"
14 March 2014 (2014-03-14)
",US$3 million,2015.0,3000000.0,2014-03-14
If I Stay,"
August 18, 2014 (2014-08-18) (New York premiere)
August 22, 2014 (2014-08-22) (United States)
",$11 million,2014.0,11000000.0,2014-08-22
"I, Frankenstein","
January 24, 2014 (2014-01-24) (United States)
",$65 million,2014.0,65000000.0,2014-01-24
Crimson Peak,"
September 25, 2015 (2015-09-25) (Fantastic Fest)
October 16, 2015 (2015-10-16) (United States)
",$55 million,2014.0,55000000.0,2015-10-16
My Old Classmate,"
April 25, 2014 (2014-04-25)
",,2014.0,,2014-04-25
Brick Mansions,"
April 23, 2014 (2014-04-23) (France)
April 25, 2014 (2014-04-25) (United States)
",$28 million,2014.0,28000000.0,2014-04-25
Son of God,"
February 28, 2014 (2014-02-28) (United States)
",$22 million,2014.0,22000000.0,2014-02-28
Think Like a Man Too,"
June 20, 2014 (2014-06-20) (United States)
",$24 million,2014.0,24000000.0,2014-06-20
Jersey Boys,"
June 5, 2014 (2014-06-05) (Sydney Film Festival)
June 20, 2014 (2014-06-20) (United States)
",$40–58.6 million,2014.0,6000000.0,2014-06-20
The Giver,"
August 11, 2014 (2014-08-11) (Ziegfeld Theatre)
August 15, 2014 (2014-08-15) (United States)
",$25 million,2014.0,25000000.0,2014-08-15
Selma,,,2014.0,,
Beijing Love Story,"
13 February 2014 (2014-02-13)
",,2014.0,,2014-02-13
The House That Never Dies,,,2017.0,,
God's Not Dead,"
April 1, 2016 (2016-04-01)
",$5 million,2016.0,5000000.0,2016-04-01
The Pirate Fairy,"
February 13, 2014 (2014-02-13) (Denmark)[2]
April 1, 2014 (2014-04-01) (United States)[3]
",,2014.0,,2014-04-01
The Inbetweeners 2,"
6 August 2014 (2014-08-06)
",,2014.0,,2014-08-06
Begin Again,"
September 7, 2013 (2013-09-07) (TIFF)
June 27, 2014 (2014-06-27) (United States)
",$8 million,2014.0,8000000.0,2014-06-27
The White Haired Witch of Lunar Kingdom,"
31 July 2014 (2014-07-31)
",100 million yuan  (US$16 million),2014.0,16000000.0,2014-07-31
The Walk,"
September 19, 2014 (2014-09-19)
",$23–28 million,2014.0,28000000.0,2014-09-19
Miss Granny,"
January 22, 2014 (2014-01-22)
",US$3.2 million,2015.0,2000000.0,2014-01-22
A Walk Among the Tombstones,"
September 19, 2014 (2014-09-19)
",$23–28 million,2014.0,28000000.0,2014-09-19
Dolphin Tale 2,"
September 12, 2014 (2014-09-12)
",$36 million,2014.0,36000000.0,2014-09-12
St. Vincent,,,2014.0,,
Supercondriaque,"
26 February 2014 (2014-02-26) (France)
",$36.3 million ,2014.0,3000000.0,2014-02-26
3 Days to Kill,"
12 February 2014 (2014-02-12) (Los Angeles)
21 February 2014 (2014-02-21) (United States)
19 March 2014 (2014-03-19) (France)
",$28 million,2014.0,28000000.0,2014-03-19
Rurouni Kenshin Part II: Kyoto Inferno,,,2014.0,,
Magic in the Moonlight,"
July 25, 2014 (2014-07-25)
",$16.8 million,2014.0,8000000.0,2014-07-25
About Last Night,"
February 11, 2014 (2014-02-11) (PAFF)
February 14, 2014 (2014-02-14) (United States)
",$13 million,2014.0,13000000.0,2014-02-14
Whiplash,"
January 16, 2014 (2014-01-16) (Sundance)
October 10, 2014 (2014-10-10) (United States)
",$3.3 million,2014.0,3000000.0,2014-10-10
Chef,,,2022.0,,
Boyhood,"
January 19, 2014 (2014-01-19) (Sundance)
July 11, 2014 (2014-07-11) (United States)
",$4 million,2014.0,4000000.0,2014-07-11
Coming Home,"
May 16, 2014 (2014-05-16)
",,2014.0,,2014-05-16
Beauty and the Beast,,,2020.0,,
Beauty and the Beast,,,2020.0,,
Nightcrawler,"
September 5, 2014 (2014-09-05) (TIFF)
October 31, 2014 (2014-10-31) (United States)
",$8.5 million,2014.0,5000000.0,2014-10-31
Earth to Echo,"
June 14, 2014 (2014-06-14) (LAFF)
July 2, 2014 (2014-07-02) (United States)
",$13 million,2014.0,13000000.0,2014-07-02
That Awkward Moment,"
January 27, 2014 (2014-01-27) (Los Angeles)
January 31, 2014 (2014-01-31) (United States)
",$8 million,2014.0,8000000.0,2014-01-31
Love on the Cloud,"
December 24, 2014 (2014-12-24)
",,2014.0,,2014-12-24
Oculus,"
September 8, 2013 (2013-09-08) (TIFF)
April 11, 2014 (2014-04-11) (United States)
",$5 million,2014.0,5000000.0,2014-04-11
The Great Hypnotist,"
April 29, 2014 (2014-04-29)
",,2014.0,,2014-04-29
Asterix and Obelix: Mansion of the Gods,"
26 November 2014 (2014-11-26) (France)
",€31 million,2014.0,31000000.0,2014-11-26
Thermae Romae II,"
April 26, 2014 (2014-04-26) (Japan)
",,2014.0,,2014-04-26
Detective Conan: The Sniper from Another Dimension,"
April 19, 2014 (2014-04-19)
",,2014.0,,2014-04-19
Rurouni Kenshin: The Legend Ends,"
April 23, 2021 (2021-04-23) (Japan)

June 18, 2021 (2021-06-18)
(Worldwide)",,2014.0,,2021-06-18
"As Above, So Below","
August 29, 2014 (2014-08-29)
",$5 million,2014.0,5000000.0,2014-08-29
This Is Where I Leave You,"
September 19, 2014 (2014-09-19)
",$19.8 million,2014.0,8000000.0,2014-09-19
Boonie Bears: To the Rescue,"
17 January 2014 (2014-01-17) (China)
",,2014.0,,2014-01-17
The November Man,"
August 27, 2014 (2014-08-27)
",$15 million,2014.0,15000000.0,2014-08-27
Recep Ivedik 4,"
February 21, 2014 (2014-02-21)
",,2014.0,,2014-02-21
Sin City: A Dame to Kill For,"
August 19, 2014 (2014-08-19) (TCL Chinese Theatre)
August 22, 2014 (2014-08-22) (United States)
",$65 million,2014.0,65000000.0,2014-08-22
The Gambler,"
November 10, 2014 (2014-11-10) (AFI Fest)
December 25, 2014 (2014-12-25) (United States)
",$25–31 million,2014.0,31000000.0,2014-12-25
Samba,"
7 September 2014 (2014-09-07) (TIFF)
15 October 2014 (2014-10-15) (France)
",$19 million,2014.0,19000000.0,2014-10-15
Women Who Flirt,"
November 28, 2014 (2014-11-28) (China)
January 1, 2015 (2015-01-01) (Hong Kong)
",,2014.0,,2015-01-01
The Best of Me,"
October 17, 2014 (2014-10-17) (United States)
",$26 million,2014.0,26000000.0,2014-10-17
Million Dollar Arm,"
May 6, 2014 (2014-05-06) (El Capitan Theatre)
May 16, 2014 (2014-05-16) (United States)
",$25 million,2014.0,25000000.0,2014-05-16
The Water Diviner,"
26 December 2014 (2014-12-26) (Australia)
24 April 2015 (2015-04-24) (United States)
",$22.5 million,2014.0,5000000.0,2015-04-24
Devil's Due,"
January 17, 2014 (2014-01-17)
",$7 million,2014.0,7000000.0,2014-01-17
A Most Wanted Man,"
19 January 2014 (2014-01-19) (Sundance)[3]
25 July 2014 (2014-07-25) (United States)
5 September 2014 (2014-09-05) (United Kingdom)
",$15 million,2014.0,15000000.0,2014-09-05
Kundo: Age of the Rampant,"
July 23, 2014 (2014-07-23)
",US$7 million,2014.0,7000000.0,2014-07-23
When Marnie Was There,"
19 July 2014 (2014-07-19)
",¥1.15 billion($10.5 million),2014.0,5000000.0,2014-07-19
Black & White: The Dawn of Justice,,,2014.0,,
"My Love, Don't Cross That River","
November 2013 (2013-11) (DMZ Docs)
November 27, 2014 (2014-11-27) (South Korea)
","US$110,000",2014.0,110000.0,2014-11-27
Don't Go Breaking My Heart 2,,,2014.0,,
Get on Up,"
August 1, 2014 (2014-08-01) (United States)
",$30 million,2014.0,30000000.0,2014-08-01
Old Boys: The Way of the Dragon,"
10 July 2014 (2014-07-10)
",,2014.0,,2014-07-10
Tinker Bell and the Legend of the NeverBeast,"
December 12, 2014 (2014-12-12) (United Kingdom)
March 3, 2015 (2015-03-03) (United States)
",,2014.0,,2015-03-03
The Four 3,,,2014.0,,
Tazza: The Hidden Card,"
September 3, 2014 (2014-09-03)
",,2014.0,,2014-09-03
Mrs. Brown's Boys D'Movie,"
27 June 2014 (2014-06-27)
",£3.6 million,2014.0,6000000.0,2014-06-27
Rise of the Legend,"
21 November 2014 (2014-11-21) (China)
27 November 2014 (2014-11-27) (Hong Kong)
",,2014.0,,2014-11-27
Winter's Tale,"
February 13, 2014 (2014-02-13) (London)
February 14, 2014 (2014-02-14) (United States)
",$75 million,2014.0,75000000.0,2014-02-14
When the Game Stands Tall,"
August 4, 2014 (2014-08-04) (Hollywood premiere)
August 22, 2014 (2014-08-22) (United States)
",$15 million,2014.0,15000000.0,2014-08-22
Draft Day,"
April 7, 2014 (2014-04-07) (Los Angeles)
April 11, 2014 (2014-04-11) (United States)
",$25 million,2014.0,25000000.0,2014-04-11
Big Eyes,"
December 15, 2014 (2014-12-15) (New York City)
December 25, 2014 (2014-12-25) (United States)
",$10 million,2014.0,10000000.0,2014-12-25
The Fatal Encounter,"
April 30, 2014 (2014-04-30)
",US$9.6 million,2014.0,6000000.0,2014-04-30
Maya the Bee Movie,"
4 September 2014 (2014-09-04) (South Korea)
11 September 2014 (2014-09-11) (Germany)
1 November 2014 (2014-11-01) (Australia)
",,2014.0,,2014-11-01
The Divine Move,"
July 3, 2014 (2014-07-03)
",,2014.0,,2014-07-03
Nicholas on Holiday,"
9 July 2014 (2014-07-09)
",€24.5 million,2014.0,5000000.0,2014-07-09
Grace of Monaco,"
May 14, 2014 (2014-05-14) (Cannes Film Festival)
May 15, 2014 (2014-05-15) (Italy)
May 21, 2014 (2014-05-21) (Belgium)
May 25, 2015 (2015-05-25) (United States)
",$30 million,2014.0,30000000.0,2015-05-25
Left Behind,"
October 3, 2014 (2014-10-03)
",$16 million,2014.0,16000000.0,2014-10-03
Joy of Fatherhood,,,2014.0,,
Top Five,"
September 6, 2014 (2014-09-06) (TIFF)
December 12, 2014 (2014-12-12) (United States)
",$12 million,2014.0,12000000.0,2014-12-12
Meet Miss Anxiety,,,2014.0,,
"Love, Rosie","
6 October 2014 (2014-10-06) (London)
22 October 2014 (2014-10-22) (United Kingdom)
30 October 2014 (2014-10-30) (Germany)
",,2014.0,,2014-10-30
A Haunted House 2,"
April 18, 2014 (2014-04-18)
",$4 million,2014.0,4000000.0,2014-04-18
And So It Goes,"
July 25, 2014 (2014-07-25)
",$18 million,2014.0,18000000.0,2014-07-25
Kung Fu Jungle,"
12 October 2014 (2014-10-12) (BFI London Film Festival)
30 October 2014 (2014-10-30) (Hong Kong)
31 October 2014 (2014-10-31) (China)
","HK$200 million  (US$25,800,000)",2014.0,25800000000000.0,2014-10-31
Hot Road,,,2014.0,,
Fading Gigolo,"
September 7, 2013 (2013-09-07) (TIFF)
April 18, 2014 (2014-04-18) (United States)
",,2014.0,,2014-04-18
Star Wars: Episode VII - The Force Awakens,"
December 14, 2015 (2015-12-14) (Los Angeles)
December 18, 2015 (2015-12-18) (United States)
","
$306 million (gross)
$258.6 million (net)
",2015.0,6000000.0,2015-12-18
Jurassic World,"
May 21, 2018 (2018-05-21) (WiZink Center)
June 22, 2018 (2018-06-22) (United States)
",$170–187 million,2018.0,187000000.0,2018-06-22
Furious 7,"
April 1, 2015 (2015-04-01) (TCL Chinese Theatre)
April 3, 2015 (2015-04-03) (United States)
",$190 million,2015.0,190000000.0,2015-04-03
Avengers: Age of Ultron,"
April 13, 2015 (2015-04-13) (Dolby Theatre)
May 1, 2015 (2015-05-01) (United States)
","
$444–495.2 million (gross)
$365 million (net)
",2015.0,365000000.0,2015-05-01
Minions,"
June 11, 2015 (2015-06-11) (Odeon Leicester Square)
July 10, 2015 (2015-07-10) (United States)
",$74 million,2015.0,74000000.0,2015-07-10
Spectre,"
26 October 2015 (2015-10-26) (United Kingdom)
6 November 2015 (2015-11-06) (United States)
",$245–300 million[N 1],2015.0,1000000.0,2015-11-06
Inside Out,"
May 18, 2015 (2015-05-18) (Cannes)
June 19, 2015 (2015-06-19) (United States)
",$175 million,2015.0,175000000.0,2015-06-19
Mission: Impossible - Rogue Nation,"
July 23, 2015 (2015-07-23) (Vienna State Opera)
July 31, 2015 (2015-07-31) (United States)
",$150 million,2015.0,150000000.0,2015-07-31
The Martian,"
September 11, 2015 (2015-09-11) (TIFF)
September 30, 2015 (2015-09-30) (United Kingdom)
October 2, 2015 (2015-10-02) (United States)
",$108 million,2015.0,108000000.0,2015-10-02
Fifty Shades of Grey,"
February 9, 2015 (2015-02-09) (Los Angeles)
February 13, 2015 (2015-02-13) (United States)
",$40 million,2015.0,40000000.0,2015-02-13
Cinderella,"
5 October 2018 (2018-10-05)
",₹5-8crore,2017.0,8.0,2018-10-05
The Revenant,"
December 16, 2015 (2015-12-16) (TCL Chinese Theatre)
December 25, 2015 (2015-12-25) (United States)
",$135 million,2015.0,135000000.0,2015-12-25
Ant-Man,"
June 25, 2018 (2018-06-25) (El Capitan Theatre)
July 6, 2018 (2018-07-06) (United States)
",$130–195 million,2018.0,195000000.0,2018-07-06
Hotel Transylvania 2,"
September 25, 2015 (2015-09-25)
",$80 million,2015.0,80000000.0,2015-09-25
San Andreas,"
May 27, 2015 (2015-05-27) (Los Angeles)
May 29, 2015 (2015-05-29) (United States)
",$110 million,2015.0,110000000.0,2015-05-29
Terminator Genisys,"
June 22, 2015 (2015-06-22) (Berlin)
July 1, 2015 (2015-07-01) (United States)
",$155–158 million,2015.0,158000000.0,2015-07-01
Kingsman: The Secret Service,,,2015.0,,
Mad Max: Fury Road,"
7 May 2015 (2015-05-07) (TCL Chinese Theatre)
14 May 2015 (2015-05-14) (Australia)
",$154.6–185.1 million,2015.0,1000000.0,2015-05-14
The Good Dinosaur,"
November 10, 2015 (2015-11-10) (Paris)
November 25, 2015 (2015-11-25) (United States)
",$175–200 million,2015.0,200000000.0,2015-11-25
Taken 3,"
16 December 2014 (2014-12-16) (Germany)
9 January 2015 (2015-01-09) (United States)
21 January 2015 (2015-01-21) (France)
",$48 million,2015.0,48000000.0,2015-01-21
The SpongeBob Movie: Sponge Out of Water,"
January 28, 2015 (2015-01-28) (Belgium)[1][2]
February 6, 2015 (2015-02-06) (United States)
",$60–74 million,2015.0,74000000.0,2015-02-06
